entidad,recaudo,acumulado,porcentaje
Municipio TOCANCIPA,903838166.0,0.9163947786904658,0.00024303435999030717
MUNICIPIO DE ZONA BANANERA,897286270.0,0.9166360513016044,0.0002412726111385962
Municipio INIRIDA,894586243.0,0.9168765978985531,0.00024054659694868253
Municipio LA MESA,889957581.0,0.9171158998878396,0.00023930198928649463
Municipio AMAGA,883381587.0,0.9173534336485281,0.00023753376068848906
Municipio ALBANIA,883245202.0,0.9175909307364555,0.00023749708792733098
Municipio PAEZ (BELALCAZAR)                  ,882220616.0,0.9178281523219619,0.00023722158550650818
Municipio ROLDANILLO,880791608.0,0.9180649896594274,0.00023683733746547003
Municipio JARDIN,880149282.0,0.9183016542809198,0.00023666462149242586
Municipio GUADALUPE,878464388.0,0.9185378658488123,0.00023621156789240617
MUNICIPIO DE MAJAGUAL,876066612.0,0.918773432675226,0.0002355668264138082
MUNICIPIO DE CAMPOALEGRE,875018951.0,0.9190087177945487,0.0002352851193226498
Municipio MOÑITOS,873735264.0,0.9192436577414055,0.00023493994685681605
Municipio SAN LUIS,871136344.0,0.9194778988608808,0.0002342411194752934
Municipio PUEBLO BELLO,869866234.0,0.9197117984586296,0.00023389959774875095
Municipio VENTAQUEMADA,868919742.0,0.9199454435527669,0.0002336450941372538
MUNICIPIO DE TAME,867613212.0,0.9201787373321507,0.00023329377938390212
Municipio ABREGO,863042604.0,0.920410802114097,0.00023206478194627168
Municipio SILVIA,861503621.0,0.9206424530766644,0.00023165096256741514
MUNICIPIO DE FONSECA,860475802.0,0.9208738276674849,0.00023137459082051673
Municipio SALGAR,859220982.0,0.9211048648479293,0.00023103718044432882
Municipio VILLAGARZON,857608960.0,0.9213354685694317,0.00023060372150245418
Municipio LA PAZ,854152899.0,0.9215651429856616,0.0002296744162298746
Municipio CHIMICHAGUA,853410722.0,0.9217946178368377,0.0002294748511761075
Municipio GUAMAL,852612326.0,0.9220238780061513,0.00022926016931360378
Municipio AMALFI,851096214.0,0.9222527305059025,0.00022885249975122593
Municipio PURIFICACION,845229309.0,0.9224800054450291,0.00022727493912650794
Municipio CUMBAL,843406426.0,0.9227067902264925,0.00022678478146343552
Municipio CAJAMARCA,842140760.0,0.9229332346811829,0.0002264444546905213
Municipio GUADUAS,837465062.0,0.9231584218806328,0.0002251871994498326
Municipio MALAGA,832958992.0,0.9233823974363617,0.0002239755557289571
Municipio CHIRIGUANA,831905256.0,0.9236060896514839,0.00022369221512220656
Municipio SAN BERNARDO DEL VIENTO,825230264.0,0.9238279870182918,0.00022189736680788962
Municipio TORIBIO,817669915.0,0.9240478514718531,0.0002198644535612074
Municipio SALAMINA,814542713.0,0.9242668750475168,0.0002190235756637914
Municipio ORTEGA,812454752.0,0.9244853371883084,0.00021846214079147852
Municipio MANZANARES,812238496.0,0.9247037411797092,0.00021840399140087837
Municipio CIUDAD BOLIVAR,808602925.0,0.9249211675971324,0.00021742641742312235
Municipio ARIGUANI,804118892.0,0.9251373882963956,0.00021622069926325167
Municipio OVEJAS,803129028.0,0.9253533428296872,0.00021595453329154666
Municipio EL COPEY,800183315.0,0.9255685052859226,0.00021516245623549754
MUNICIPIO DE ABREGO,798159637.0,0.9257831235924353,0.00021461830651261843
MUNICIPIO DE INIRIDA,795594813.0,0.9259970522396894,0.00021392864725416243
MUNICIPIO DE BARRANCAS,790483680.0,0.926209606546952,0.000212554307262549
Municipio SANDONA,788273201.0,0.9264215664752988,0.00021195992834689142
Municipio DON MATIAS,785376844.0,0.9266327475979964,0.00021118112269751985
Municipio COYAIMA,780651552.0,0.9268426581300504,0.00020991053205398719
Municipio BALBOA,776711680.0,0.9270515092641878,0.0002088511341374317
Municipio ZARAGOZA,776250418.0,0.9272602363689146,0.00020872710472688582
MUNICIPIO DE DIBULLA,775602539.0,0.9274687892645143,0.0002085528955995893
Municipio SAMANIEGO,774691612.0,0.927677097219627,0.00020830795511270694
Municipio LA CALERA,771525006.0,0.9278845537014434,0.0002074564818163785
Municipio GUAPI,769148679.0,0.928091371209234,0.0002068175077906095
Municipio GIGANTE,765512043.0,0.9282972108566774,0.0002058396474434534
Municipio SAN LUIS DE SINCE,764190408.0,0.9285026951277621,0.0002054842710846664
Municipio SABANA DE TORRES,759270760.0,0.9287068565475355,0.000204161419773409
MUNICIPIO DE TUCHIN,748833935.0,0.9289082115942439,0.00020135504670838194
Municipio MONIQUIRA,744235718.0,0.9291083302196904,0.00020011862544655668
Municipio SANTIAGO DE TOLU,743885657.0,0.9293083547167252,0.00020002449703475364
Municipio PUERTO RICO,742830345.0,0.9295080954493803,0.00019974073265506922
Municipio GINEBRA,740683539.0,0.9297072589242453,0.00019916347486505757
Municipio LURUACO,739101368.0,0.9299059969668474,0.00019873804260202096
Municipio CUMARAL,738159448.0,0.9301044817352097,0.00019848476836225836
Municipio SAN ANTERO,737360276.0,0.9303027516130495,0.0001982698778399852
Municipio SANTA BARBARA,736297190.0,0.9305007356361477,0.00019798402309812574
Municipio PALESTINA,735416458.0,0.9306984828379364,0.00019774720178874214
Municipio SARDINATA,728156063.0,0.9308942777815462,0.00019579494360970234
MUNICIPIO DE TIMBIO,725053142.0,0.9310892383762118,0.0001949605946657173
Municipio MITU,723021458.0,0.9312836526684097,0.00019441429219784547
Municipio SAN JUAN DE URABA,721356140.0,0.9314776191708267,0.0001939665024169586
Municipio RIOBLANCO,719623380.0,0.9316711197488852,0.00019350057805853
MUNICIPIO DEL GUAMO,709984287.0,0.9318620284571972,0.00019090870831208024
Municipio PUPIALES,709790025.0,0.9320528849301174,0.0001908564729201523
Municipio TIMBIQUI,708973997.0,0.932243521980081,0.00019063704996350524
Municipio CORINTO,705163319.0,0.9324331343712906,0.00018961239120965137
Municipio SIBATE,703308975.0,0.9326222481452431,0.00018911377395249753
Municipio MUTATA,700912641.0,0.9328107175654585,0.0001884694202153784
MUNICIPIO DE PAIPA,700625115.0,0.9329991096723892,0.0001883921069307449
Municipio CAMPO DE LA CRUZ,695757981.0,0.9331861930485746,0.0001870833761853815
MUNICIPIO DE SAN VICENTE DE CHUCURI,695376163.0,0.9333731737571622,0.0001869807085876262
Municipio PUERTO TRIUNFO,694865135.0,0.9335600170546872,0.000186843297524906
Municipio MERCADERES,694094395.0,0.9337466531068116,0.00018663605212449556
Municipio NEIRA,693482198.0,0.9339331245443937,0.00018647143758211408
Municipio COTA,688503183.19,0.9341182571674367,0.00018513262304290754
Municipio SAN JACINTO,687698186.0,0.9343031733336135,0.00018491616617681667
Municipio CALIMA,687273554.0,0.9344879753198737,0.0001848019862602857
Municipio MAHATES,685892483.0,0.9346724059479427,0.00018443062806894973
Municipio CACERES,684704583.0,0.9348565171598516,0.00018411121190896375
Municipio OLAYA HERRERA,684344642.0,0.9350405315867012,0.00018401442684958037
Municipio PUERTO ESCONDIDO,680522957.0,0.9352235183951088,0.00018298680840747583
Municipio YOLOMBO,679432488.0,0.9354062119857196,0.00018269359061089046
Municipio EL ROSAL,676991007.0,0.9355882490829508,0.00018203709723122995
Municipio ARANZAZU,676286185.0,0.9357700966595686,0.00018184757661778302
Municipio PONEDERA,672806246.0,0.9359510085103236,0.00018091185075502905
Municipio ABEJORRAL,672743165.0,0.9361319033991368,0.00018089488881312476
Municipio PUERTO CARREÑO,672478989.0,0.9363127272532807,0.00018082385414397716
Municipio INZA,671788096.0,0.9364933653322004,0.00018063807891961385
MUNICIPIO DE SAMANIEGO,670727651.0,0.9366737182665205,0.00018035293432008836
Municipio EL CHARCO,667466477.0,0.936853194299017,0.0001794760324965964
Municipio VENECIA,667036269.0,0.9370325546522583,0.00017936035324130954
Municipio NUEVA GRANADA,663369756.0,0.9372109291114825,0.0001783744592241375
MUNICIPIO DE PUERTO RICO,661821274.0,0.9373888871971279,0.00017795808564534518
Municipio CANDELARIA,660582073.0,0.9375665120722126,0.00017762487508480072
Municipio ACHI,660030438.0,0.9377439886173594,0.0001774765451467471
Municipio SAN CARLOS,657351016.0,0.9379207446888247,0.000176756071465274
Municipio SAN ROQUE,656210182.0,0.9380971939997752,0.00017644931095053248
Municipio EL SANTUARIO,652530796.0,0.9382726539552688,0.0001754599554936538
Municipio PACHO,652064517.0,0.9384479885323235,0.00017533457705467572
Municipio SILVANIA,652013890.0,0.9386233094962104,0.0001753209638869582
MUNICIPIO DE TOLU,647220825.0,0.9387973416458733,0.00017403214966281208
Municipio PUEBLOVIEJO,646023366.0,0.9389710518090427,0.000173710163169403
Municipio CALOTO,640422152.0,0.9391432558536271,0.00017220404458438772
Municipio COCORNA,639603581.0,0.9393152397914638,0.00017198393783676933
Municipio GALERAS,638243522.0,0.9394868580210566,0.0001716182295926963
Municipio TADO,633790398.0,0.9396572788436554,0.00017042082259882357
Municipio SAN SEBASTIAN DE BUENAVISTA,632949009.0,0.9398274734239414,0.00017019458028597365
Municipio PINILLOS,632044332.0,0.939997424744312,0.00016995132037068815
Municipio SANTA ROSA,631726329.0,0.9401672905563931,0.00016986581208116544
Municipio VELEZ,628672305.0,0.9403363351675159,0.0001690446111226799
Municipio BUENOS AIRES,627918720.0,0.9405051771460711,0.0001688419785551885
Municipio DABEIBA,626502029.0,0.9406736381885212,0.0001684610424502077
Municipio ALGECIRAS,621596221.0,0.9408407801011179,0.00016714191259669436
Municipio CORDOBA,616688038.0,0.9410066022452439,0.00016582214412597424
Municipio PUERTO WILCHES,615568679.0,0.9411721234032991,0.00016552115805523954
Municipio HONDA,613911298.0,0.9413371989057651,0.00016507550246583496
Municipio CHINACOTA,612291768.0,0.9415018389304519,0.00016464002468691242
Municipio EL DONCELLO,610202752.0,0.941665917236586,0.00016407830613411397
Municipio SAN BENITO ABAD,610031195.0,0.9418299494125087,0.00016403217592268312
Municipio TAURAMENA,609618659.0,0.9419938706610259,0.00016392124851719785
MUNICIPIO DE SAN MARTIN,607232717.0,0.942157150350126,0.00016327968910008424
Municipio SUAREZ,605711532.0,0.9423200210055773,0.00016287065545135264
Municipio REPELON,603130692.0,0.9424821976952047,0.0001621766896273454
Municipio CHOCONTA,601206567.0,0.9426438570040603,0.00016165930885553544
MUNICIPIO DE SAN ANTERO,599779821.0,0.9428051326731072,0.00016127566904696963
Municipio SANTUARIO,599621177.0,0.942966365684138,0.00016123301103090361
Municipio APIA,599514883.0,0.9431275701136207,0.00016120442948253292
Municipio GUACARI,598162352.0,0.943288410859074,0.00016084074545333687
Municipio TIMANA,597660000.0,0.9434491165263669,0.00016070566729288458
Municipio JERICO,595813847.0,0.9436093257788924,0.00016020925252564273
Municipio FRONTINO,595257640.0,0.9437693854721083,0.0001600596932158546
Municipio BUESACO,590823248.0,0.9439282527952051,0.0001588673230967263
Municipio LOS PALMITOS,590108420.0,0.9440869279071604,0.00015867511195537563
MUNICIPIO DE PURIFICACION,589430625.0,0.9442454207658317,0.0001584928586712964
Municipio ALTO BAUDO,587646285.0,0.9444034338307233,0.00015801306489159327
MUNICIPIO DE GUAMAL MAGDALENA,586712187.0,0.9445611957246441,0.00015776189392079556
Municipio SABANAGRANDE,585677237.0,0.944718679329353,0.00015748360470892802
Municipio MARSELLA,584460317.0,0.9448758357146719,0.00015715638531890348
Municipio PALERMO,584039370.0,0.9450328789109393,0.000157043196267386
MUNICIPIO DE COPACABANA,580687423.0,0.9451890207972992,0.00015614188635980412
MUNICIPIO DE BELLO,580127711.0,0.9453450121818846,0.00015599138458546449
Municipio SANTO TOMAS,579684319.0,0.9455008843421498,0.00015587216026522835
Municipio SANTA ANA,579554290.0,0.945656721538728,0.00015583719657816142
Municipio LERIDA,578989654.0,0.9458124069095103,0.0001556853707822949
Municipio RIVERA,578735334.0,0.9459680238958177,0.00015561698630733265
Municipio TRUJILLO,573713207.0,0.9461222904750862,0.00015426657926860727
Municipio EL COLEGIO,570611454.0,0.946275723019476,0.00015343254438984224
Municipio ALCALA,566478494.0,0.946428044246236,0.00015232122675992756
Municipio SUAZA,564564131.0,0.9465798507171426,0.00015180647090650622
Municipio VITERBO,562201031.0,0.9467310217706506,0.00015117105350801908
Municipio PALMAR DE VARELA,562063754.0,0.9468821559115462,0.00015113414089568271
Municipio LEGUIZAMO,559266474.0,0.9470325378877513,0.00015038197620504748
Municipio PELAYA,559059847.0,0.9471828643037216,0.00015032641597027233
Municipio PENSILVANIA,558496714.0,0.9473330392980398,0.00015017499431826343
Municipio FORTUL,556681008.0,0.947482726064529,0.00014968676648916712
Municipio TABIO,552448937.0,0.9476312748632872,0.0001485487987582066
Municipio SAN VICENTE,551897897.0,0.9477796754920977,0.00014840062881056902
Municipio ITUANGO,550843212.0,0.9479277925251236,0.0001481170330258272
Municipio ASTREA,550755263.0,0.9480758859094148,0.00014809338429120763
Municipio EL TARRA,549489723.0,0.9482236390008134,0.0001477530913986168
Municipio TIQUISIO,549023796.0,0.9483712668084229,0.00014762780760943102
MUNICIPIO DE CORINTO,548029285.0,0.9485186272005219,0.00014736039209913232
Municipio BECERRIL,547053103.0,0.9486657251056223,0.00014709790510032146
Municipio CHIBOLO,545026401.0,0.9488122780478719,0.0001465529422496809
Municipio ATACO,545014985.0,0.9489588279204568,0.00014654987258482495
Municipio MIRANDA,542712585.0,0.9491047586973544,0.00014593077689768654
MUNICIPIO DE CALIMA,542491102.0,0.9492506299193659,0.0001458712220114485
Municipio SAMANA,540871095.0,0.9493960655353373,0.00014543561597130168
MUNICIPIO DE PUERTO TRIUNFO,540830853.0,0.9495414903305786,0.00014542479524134953
Municipio PAILITAS,536857317.0,0.9496858466759415,0.00014435634536283617
MUNICIPIO DE ALBANIA,536226453.0,0.949830033387365,0.00014418671142365494
MUNICIPIO DE MITU,532284767.0,0.9499731602131031,0.00014312682573799917
Municipio TOLU VIEJO,532154976.0,0.9501162521391502,0.00014309192604709865
Municipio FREDONIA,531322139.0,0.9502591201224442,0.00014286798329397614
Municipio CAQUEZA,530334440.0,0.9504017225219165,0.0001426023994722723
Municipio VALDIVIA,529391973.0,0.9505440715000653,0.00014234897814888355
Municipio GARAGOA,527656823.0,0.9506859539112051,0.00014188241113987634
Municipio SAN ALBERTO,526814663.0,0.9508276098727169,0.0001416559615117142
Municipio CISNEROS,526322621.0,0.9509691335283391,0.0001415236556221681
Municipio TAMINANGO,524576826.0,0.9511101877546027,0.0001410542262636171
Municipio PACORA,524011842.0,0.9512510900614962,0.0001409023068935241
Municipio SIBUNDOY,523992829.0,0.9513919872559565,0.0001408971944602807
Municipio EL PAUJIL,523847002.0,0.9515328452387825,0.0001408579828259998
Municipio MORROA,522897927.0,0.9516734480234503,0.0001406027846678731
Municipio JUAN DE ACOSTA,521897919.0,0.9518137819145116,0.00014033389106124356
MUNICIPIO DE LA CALERA CUNDINAMARCA,521250431.0,0.9519539417015821,0.00014015978707050613
Municipio SAN ESTANISLAO,520552140.0,0.9520939137241693,0.00013997202258715503
Municipio SAMACA,520364358.0,0.9522338352537811,0.00013992152961185873
Municipio TAMESIS,518628695.0,0.9523732900784426,0.00013945482466153484
Municipio HATONUEVO,510750584.0,0.9525106265463709,0.00013733646792817069
MUNICIPIO DE GALAPA,510648312.0,0.9526479355142321,0.00013730896786123402
Municipio SAN DIEGO,510009574.0,0.9527850727309028,0.00013713721667073218
MUNICIPIO DE CALOTO,509247263.0,0.9529220049686592,0.0001369322377564001
Municipio CONVENCION,508774266.0,0.9530588100215638,0.00013680505290462398
MUNICIPIO DE TAURAMENA,507622274.0,0.9531953053136628,0.000136495292099022
MUNICIPIO DE TADO,507032071.0,0.9533316419052181,0.00013633659155531277
Municipio MOMIL,505396281.0,0.9534675386468194,0.00013589674160132385
Municipio MARQUETALIA,505382149.0,0.9536034315884467,0.00013589294162727475
Municipio AQUITANIA,501331177.0,0.9537382352583168,0.00013480366987001343
MUNICIPIO DE REPELON,500557131.0,0.9538728307938312,0.00013459553551445108
Municipio MISTRATO,500395699.0,0.9540073829216602,0.00013455212782900717
Municipio SITIONUEVO,498532572.0,0.9541414340705584,0.0001340511488981997
Municipio GUACHUCAL,497420375.0,0.9542751861591865,0.00013375208862806927
Municipio TOTORO,497055888.0,0.9544088402403746,0.0001336540811881292
MUNICIPIO DE NEIRA,496020796.0,0.9545422159941683,0.00013337575379367497
MUNICIPIO SAN JACINTO,495706690.0,0.9546755072875425,0.00013329129337415432
Municipio LOS CORDOBAS,495488742.0,0.9548087399765617,0.00013323268901921148
MUNICIPIO DE PUERTO WILCHES,491357488.0,0.9549408618066798,0.00013212183011811988
Municipio TOLEDO,487064126.0,0.9550718291884408,0.00013096738176096044
Municipio BUGALAGRANDE,486358360.0,0.9552026067957547,0.00013077760731397949
Municipio PURISIMA,478536013.0,0.9553312810407985,0.00012867424504373973
Municipio MANATI,474392751.0,0.9554588411980925,0.00012756015729405054
Municipio CHIMA,471191653.0,0.9555855406074861,0.00012669940939363905
MUNICIPIO DE BUENAVISTA,470096526.0,0.9557119455465868,0.000126404939100654
Municipio LA CRUZ,469731531.0,0.9558382523416507,0.00012630679506385454
MUNICIPIO DE BUCARAMANGA,468613359.0,0.9559642584698179,0.0001260061281672775
Municipio BETANIA,468328991.0,0.9560901881338598,0.00012592966404186047
Municipio GUARANDA,467785555.0,0.9562159716726046,0.00012578353874485051
Municipio SUBACHOQUE,466880813.0,0.9563415119339562,0.00012554026135162043
Municipio BELALCAZAR,466824281.0,0.9564670369943361,0.0001255250603798582
Municipio FILANDIA,466693847.0,0.9565925269821279,0.0001254899877917518
Municipio VISTAHERMOSA,466322259.0,0.9567179170530815,0.00012539007095358623
MUNICIPIO DE NUEVA GRANADA MAGDALENA,464911791.0,0.9568429278612416,0.000125010808160133
Municipio SAN JERONIMO,464868073.0,0.9569679269140051,0.00012499905276348156
Municipio SIMITI,464673610.0,0.9570928736773294,0.00012494676332437104
Municipio ANORI,464444020.0,0.9572177587058646,0.0001248850285351033
Municipio ANSERMANUEVO,464018666.0,0.9573425293603435,0.00012477065447894143
Municipio GUATICA,462988255.0,0.9574670229461089,0.00012449358576539036
Municipio LA ARGENTINA,461844971.0,0.9575912091125754,0.00012418616646658288
Municipio PUEBLO RICO,461688299.0,0.95771535315128,0.00012414403870446712
Municipio BAJO BAUDO,461115872.0,0.9578393432692552,0.0001239901179752708
Municipio LA VEGA,459197729.0,0.9579628176149674,0.00012347434571214767
MUNICIPIO DE SABANA DE TORRES,457008541.0,0.9580857033067318,0.0001228856917644691
Municipio RISARALDA,456273234.0,0.9582083912807269,0.00012268797399500128
Municipio NATAGAIMA,455769765.0,0.9583309438762097,0.0001225525954827932
Municipio CANALETE,454014032.0,0.9584530243700906,0.00012208049388095748
Municipio EL PIÑON,453532096.0,0.9585749752754991,0.00012195090540846064
Municipio COTORRA,449494299.0,0.9586958404517951,0.00012086517629612553
Municipio AIPE,448985255.0,0.9588165687505092,0.00012072829871405305
MUNICIPIO DE CORDOBA,448668292.0,0.9589372118205809,0.00012064307007164406
Municipio TITIRIBI,447804998.0,0.9590576227582723,0.00012041093769146145
Municipio ALMAGUER,445265302.0,0.9591773507934098,0.00011972803513749921
Municipio BARRANCO DE LOBA,444309823.0,0.9592968219084084,0.0001194711149984915
Municipio PUERTO GUZMAN,442503008.0,0.9594158071862916,0.00011898527788332605
Municipio FILADELFIA,442264214.0,0.9595347282545087,0.00011892106821710187
Municipio TEORAMA,439422315.0,0.9596528851603674,0.0001181569058586138
MUNICIPIO DE LERIDA,439352877.0,0.9597710233949411,0.00011813823457372694
Municipio LA APARTADA,437454730.0,0.9598886512340052,0.00011762783906414793
Municipio SOPETRAN,435144517.0,0.9600056578765332,0.00011700664252806772
Municipio MIRAFLORES,434764387.0,0.9601225623053524,0.0001169044288190893
Municipio GUASCA,434038501.0,0.9602392715496284,0.00011670924427602375
Municipio LOPEZ DE MICAY,432097793.0,0.9603554589541056,0.00011618740447720729
Municipio PURACE,426860321.0,0.9604702380471136,0.00011477909300799771
Municipio CICUCO,425529399.0,0.9605846592665679,0.00011442121945426351
MUNICIPIO DE HATONUEVO,424725566.0,0.9606988643421968,0.00011420507562891626
Municipio JAMBALO,423750680.0,0.9608128072793102,0.00011394293711343172
MUNICIPIO DE CONCORDIA,423211119.0,0.960926605133081,0.0001137978537708118
Municipio SABANAS DE SAN ANGEL,422843929.0,0.9610403042525983,0.00011369911951726753
Municipio EL RETEN,421736832.0,0.9611537056831919,0.00011340143059356015
Municipio MANI,421205652.0,0.9612669642840221,0.00011325860083022877
Municipio SAN ANTONIO,420179668.0,0.9613799470065213,0.00011298272249915119
Municipio VILLA DE LEYVA,419458395.0,0.9614927357848736,0.00011278877835236984
Municipio TARQUI,418512772.0,0.9616052702932811,0.00011253450840754754
Municipio PUERTO SANTANDER,416145998.0,0.961717168396383,0.0001118981031018529
Municipio POLONUEVO,415110199.0,0.9618287879819841,0.00011161958560113963
Municipio PALMITO,413942364.0,0.9619400935467324,0.00011130556474820822
Municipio GUACHETA,409954397.0,0.9620503267812295,0.00011023323449710056
ALCALDIA MUNICIPAL DE SABANALARGA ATLANTICO,408905966.0,0.962160278101589,0.00010995132035952143
MUNICIPIO DE APIA,408066291.0,0.9622700036405156,0.00010972553892662621
Municipio SANTA LUCIA,407911828.0,0.9623796876456614,0.00010968400514573563
Municipio EL CARMEN DE CHUCURI,407707911.0,0.9624893168192682,0.00010962917360680487
Municipio MONTERREY,407111461.0,0.9625987856125663,0.00010946879329817314
Municipio VILLAPINZON,404323754.0,0.9627075048152718,0.00010871920270544141
Municipio SUESCA,404074113.0,0.9628161568916453,0.00010865207637359945
Municipio SAN MARTIN DE LOBA,402005938.0,0.962924252853433,0.00010809596178762505
Municipio TORO,401894173.0,0.9630323187625671,0.00010806590913410132
Municipio SESQUILE,401350634.0,0.9631402385187083,0.00010791975614127144
Municipio PALOCABILDO,400340350.0,0.9632478866181144,0.00010764809940604519
Municipio SAN JOSE DEL FRAGUA,399476205.0,0.9633553023563136,0.00010741573819923393
Municipio SALADOBLANCO,394722974.0,0.963461439991311,0.00010613763499732613
MUNICIPIO DE LA UNIONVALLE,394471228.0,0.9635675099339599,0.00010606994264897035
MUNICIPIO DE PALESTINA,393142855.0,0.9636732226884595,0.00010571275449955621
Municipio SAN LORENZO,392733532.0,0.9637788253795018,0.00010560269104231744
Municipio SALDAÑA,390087066.0,0.9638837164584495,0.00010489107894765169
Municipio CASTILLA LA NUEVA,387610788.0,0.9639879416874014,0.00010422522895201422
MUNICIPIO DE LA UNION  VALLE,386202296.0,0.9640917881848896,0.00010384649748807705
MUNICIPIO DE ROVIRA,385394108.0,0.96419541736753,0.0001036291826404411
Municipio ANDALUCIA,382146094.0,0.9642981731869585,0.00010275581942850349
Municipio CAICEDO,380510472.0,0.9644004892016068,0.00010231601464827908
Municipio VENADILLO,378799147.0,0.964502345055585,0.0001018558539781991
Municipio EL TABLON DE GOMEZ,375459369.0,0.9646033028717957,0.00010095781621073919
Municipio LA SIERRA,374403542.0,0.9647039767851476,0.00010067391335195519
Municipio LA MONTAÑITA,373737020.0,0.9648044714764289,0.0001004946912812538
Municipio COVEÑAS,371490922.0,0.9649043622111497,9.989073472084285e-05
Municipio POTOSI,370899982.0,0.9650040940471539,9.973183600413091e-05
MUNICIPIO DE CAQUEZA,370779556.0,0.9651037935016357,9.969945448171112e-05
Municipio ACANDI,369960916.0,0.9652032728308162,9.94793291805823e-05
Municipio PUENTE NACIONAL,368412559.0,0.9653023358200294,9.906298921322192e-05
Municipio LA PINTADA,367279979.0,0.965401094268158,9.875844812855409e-05
MUNICIPIO DE PUEBLORICO,366990029.0,0.965499774751209,9.868048305103247e-05
Municipio ROBERTO PAYAN,366891664.0,0.965598428784752,9.865403354301241e-05
Municipio AGUA DE DIOS,366480454.0,0.9656969722474397,9.854346268759712e-05
Municipio FLANDES,365133330.0,0.9657951534799941,9.818123255450094e-05
Municipio TOCAIMA,363692512.0,0.9658929472888995,9.779380890537334e-05
MUNICIPIO DE SALAMINA,363346168.0,0.9659906479688626,9.770067996311037e-05
Municipio SIMIJACA,363145510.0,0.966088294693604,9.764672474143308e-05
Municipio YONDO,361633237.0,0.9661855347810574,9.724008745335288e-05
Municipio ANOLAIMA,360722322.0,0.9662825299312505,9.699515019316799e-05
MUNICIPIO DE LA APARTADA,359529595.0,0.9663792043673447,9.667443609412632e-05
MUNICIPIO DE LA CANDELARIA (ATLANTICO),359253859.0,0.9664758046603844,9.660029303975315e-05
Municipio BOJAYA,359226321.0,0.9665723975486913,9.659288830685165e-05
Municipio VEGACHI,359175258.0,0.9666689767065938,9.657915790245957e-05
Municipio PUERTO CAICEDO,357939085.0,0.966765223468139,9.624676154524234e-05
MUNICIPIO DE TEORAMA,357539007.0,0.9668613626521285,9.613918398950964e-05
Municipio SOLANO,356817219.0,0.9669573077534921,9.59451013636287e-05
Municipio CARMEN DE APICALA,356404272.0,0.9670531418169359,9.583406344375522e-05
Municipio FOMEQUE,355602500.0,0.9671487602907396,9.561847380369774e-05
Municipio GUAITARILLA,355248410.0,0.9672442835527678,9.552326202822048e-05
Municipio SANTA CATALINA,355038657.0,0.9673397504140065,9.546686123875543e-05
Municipio EL PLAYON,354437991.0,0.9674350557612903,9.530534728374732e-05
Municipio LA MACARENA,352843360.0,0.9675299323259234,9.487656463317522e-05
Municipio SANTA MARIA,350171517.0,0.9676240904548035,9.415812888004329e-05
Municipio SAN JUAN DE BETULIA,349596306.0,0.9677180939143606,9.400345955703488e-05
Municipio CAÑASGORDAS,347855126.0,0.9678116291854931,9.353527113255103e-05
Municipio BAGADO,347461537.0,0.9679050586239066,9.342943841347305e-05
Municipio CHARALA,346088691.0,0.9679981189157609,9.306029185435856e-05
MUNICIPIO DE PUERTO CARREÐO,344060825.0,0.968090633931775,9.251501601406382e-05
Municipio PITAL,343374326.0,0.9681829643540738,9.233042229875596e-05
Municipio TAMALAMEQUE,343187913.0,0.9682752446515096,9.228029743586223e-05
Municipio TURBANA,343012364.0,0.9683674777453194,9.223309380974102e-05
Municipio EL CARMEN,342281030.0,0.9684595141896654,9.203644434602591e-05
Municipio HATILLO DE LOBA,340938703.0,0.9685511896937506,9.167550408524176e-05
Municipio LA GLORIA,339423352.0,0.9686424577328999,9.126803914926153e-05
Municipio GACHANCIPA,338993994.0,0.9687336103213516,9.115258845171186e-05
Municipio LIBORINA,338841779.0,0.9688247219804904,9.111165913881325e-05
Municipio CLEMENCIA,338336874.0,0.9689156978749889,9.097589449847508e-05
Municipio TALAIGUA NUEVO,338272462.0,0.9690066564496509,9.095857466204354e-05
MUNICIPIO DE PUERTO CAICEDO,338136862.0,0.9690975785626316,9.092211298067802e-05
Municipio CHITAGA,337385023.0,0.9691882985125293,9.071994989766793e-05
Municipio POLICARPA,335743803.0,0.9692785771523924,9.027863986307563e-05
Municipio SANTO DOMINGO,334992044.0,0.9693686536506837,9.007649829138198e-05
Municipio MAGÜI,333279612.0,0.9694582696906422,8.961603995846077e-05
Municipio CONDOTO,330456453.0,0.969547126607268,8.885691662584873e-05
Municipio RIOFRIO,329129175.0,0.9696356266301807,8.850002291257837e-05
Municipio RIO DE ORO,328410318.0,0.9697239333585882,8.83067284075535e-05
Municipio EL RETORNO,327695630.0,0.9698120479134992,8.811455491100661e-05
Municipio SANTACRUZ,324493921.0,0.9698993015562171,8.725364271791582e-05
Municipio CHACHAGÜI,324437463.0,0.9699865400178612,8.723846164412132e-05
Municipio OPORAPA,324327540.0,0.9700737489221499,8.720890428865863e-05
Municipio CAIMITO,324319173.0,0.9701609555766237,8.720665447385047e-05
Municipio SANTANA,324317658.0,0.970248161823727,8.720624710329539e-05
MUNICIPIO DE NATAGAIMA,324061435.0,0.9703352991746549,8.713735092789336e-05
Municipio ANAPOIMA,323301484.0,0.9704222321812523,8.693300659739626e-05
Municipio TUTA,323184496.0,0.9705091337307761,8.690154952380047e-05
Municipio PUEBLORRICO,322165432.0,0.9705957612626978,8.662753192159494e-05
